host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
663879,Brooklyn,Fort Greene,40.68626,-73.97598,Entire home/apt,170,3,86,0.91,2,286
665013,Manhattan,Chelsea,40.74488,-74.001,Entire home/apt,132,4,10,0.1,1,0
663384,Brooklyn,Park Slope,40.67632,-73.97616,Entire home/apt,250,7,18,0.21,1,18
674970,Brooklyn,Greenpoint,40.72212,-73.94254,Entire home/apt,141,5,8,0.21,1,9
622866,Brooklyn,Williamsburg,40.71363,-73.96019,Entire home/apt,249,3,150,1.55,1,277
683975,Brooklyn,Crown Heights,40.6755,-73.95878,Private room,79,2,115,1.18,1,0
686147,Manhattan,East Village,40.72274,-73.97581,Entire home/apt,185,2,69,0.71,1,233
686768,Brooklyn,Boerum Hill,40.6858,-73.9828,Entire home/apt,120,3,232,2.41,1,221
630453,Manhattan,Nolita,40.72094,-73.99706,Entire home/apt,175,3,68,0.69,1,277
277747,Manhattan,East Village,40.72485,-73.97813,Entire home/apt,150,4,22,0.23,1,0
616825,Manhattan,Harlem,40.80473,-73.9532,Entire home/apt,259,8,17,0.17,1,343
299755,Manhattan,East Village,40.72217,-73.98419,Private room,96,1,34,0.58,1,0
404424,Brooklyn,Williamsburg,40.71943,-73.9565,Entire home/apt,145,7,8,0.08,1,0
703156,Manhattan,Chelsea,40.74249,-74.00329,Entire home/apt,200,4,0,0.0,1,0
706418,Manhattan,Upper West Side,40.79264,-73.97294,Entire home/apt,95,5,2,0.08,1,0
709434,Brooklyn,Windsor Terrace,40.65749,-73.97675,Entire home/apt,250,4,52,0.72,1,188
709334,Manhattan,Harlem,40.80474,-73.94688,Entire home/apt,295,2,74,0.76,2,264
715807,Manhattan,Greenwich Village,40.72831,-74.00177,Entire home/apt,175,3,18,0.19,1,0
718349,Manhattan,Upper West Side,40.79765,-73.96245,Entire home/apt,165,2,191,2.18,1,236
720320,Manhattan,Upper East Side,40.78508,-73.95332,Entire home/apt,250,4,0,0.0,1,0
716306,Bronx,Woodlawn,40.89747,-73.8639,Entire home/apt,77,1,197,2.49,1,309
726333,Manhattan,Lower East Side,40.72008,-73.98404,Entire home/apt,250,4,19,0.2,1,0
722320,Queens,Astoria,40.75725,-73.91098,Entire home/apt,129,1,414,4.34,1,245
731855,Brooklyn,Park Slope,40.67359,-73.97904,Entire home/apt,150,2,0,0.0,1,8
731904,Manhattan,East Village,40.72674,-73.9782,Private room,95,7,25,0.3,1,359
732535,Manhattan,Harlem,40.80497,-73.95016,Entire home/apt,300,2,203,2.14,3,258
737585,Brooklyn,Greenpoint,40.72937,-73.95671,Entire home/apt,125,2,104,1.09,1,22
739499,Manhattan,East Village,40.72587,-73.98438,Private room,175,3,175,1.8,1,236
745069,Manhattan,Harlem,40.82426,-73.9463,Private room,75,3,38,0.42,3,365
573065,Brooklyn,Williamsburg,40.71534,-73.95914,Entire home/apt,165,5,117,1.28,1,23
759583,Brooklyn,Clinton Hill,40.68288,-73.96024,Private room,75,3,43,0.44,2,365
762563,Brooklyn,Greenpoint,40.72489,-73.95494,Entire home/apt,130,5,4,0.05,1,0
465589,Brooklyn,Williamsburg,40.70867,-73.94284,Entire home/apt,139,2,385,4.0,1,222
54275,Brooklyn,Bedford-Stuyvesant,40.67963,-73.93908,Private room,88,1,64,0.68,3,238
54275,Brooklyn,Bedford-Stuyvesant,40.6798,-73.93908,Private room,80,1,39,0.41,3,218
759883,Manhattan,Chelsea,40.74346,-73.99882,Private room,150,2,37,1.79,1,0
769247,Manhattan,Upper West Side,40.77724,-73.98109,Entire home/apt,200,3,10,0.12,1,0
770831,Manhattan,East Village,40.72972,-73.97995,Entire home/apt,200,2,103,1.08,1,235
772300,Brooklyn,Williamsburg,40.71309,-73.94128,Private room,90,6,3,0.03,1,0
1856604,Manhattan,Harlem,40.83096,-73.94633,Entire home/apt,295,3,227,2.33,1,247
776645,Brooklyn,Crown Heights,40.67212,-73.9506,Entire home/apt,130,2,29,0.35,1,119
242506,Brooklyn,Williamsburg,40.71023,-73.96665,Private room,89,3,205,2.31,3,0
781647,Manhattan,Harlem,40.80523,-73.95139,Entire home/apt,198,5,42,0.44,2,234
627217,Manhattan,East Village,40.72636,-73.98917,Entire home/apt,99,2,280,2.92,3,257
32169,Brooklyn,Greenpoint,40.72185,-73.93956,Private room,46,4,86,0.89,3,350
69439,Manhattan,SoHo,40.72351,-73.99683,Private room,140,2,54,0.56,1,221
867225,Manhattan,Morningside Heights,40.80525,-73.95916,Private room,75,5,57,0.59,2,201
792159,Brooklyn,Bushwick,40.70283,-73.92131,Private room,60,3,480,6.7,1,0
793620,Manhattan,Washington Heights,40.84468,-73.94303,Private room,75,2,34,0.35,1,222
306605,Manhattan,Chelsea,40.74342,-73.99483,Entire home/apt,205,9,3,0.04,2,76
795889,Brooklyn,Park Slope,40.67853,-73.98089,Entire home/apt,219,5,2,0.03,1,0
789257,Manhattan,Upper West Side,40.77886,-73.98042,Entire home/apt,185,2,129,1.33,1,14
800982,Manhattan,East Village,40.72578,-73.97879,Entire home/apt,190,3,147,1.6,1,27
803086,Manhattan,East Harlem,40.80113,-73.94503,Entire home/apt,250,2,11,0.12,2,68
805344,Manhattan,Harlem,40.82411,-73.94934,Private room,65,2,41,0.43,2,59
806112,Brooklyn,Bedford-Stuyvesant,40.68131,-73.95332,Entire home/apt,75,2,87,1.09,1,0
806214,Bronx,University Heights,40.85811,-73.90675,Private room,37,4,117,1.21,1,232
806774,Brooklyn,Williamsburg,40.70667,-73.96524,Entire home/apt,85,2,86,0.89,2,15
807642,Brooklyn,Gravesend,40.60452,-73.97103,Entire home/apt,106,7,0,0.0,2,0
812814,Manhattan,East Harlem,40.7932,-73.94007,Entire home/apt,79,2,15,0.16,1,0
67778,Brooklyn,Fort Greene,40.68768,-73.97611,Private room,85,2,35,0.55,2,161
803086,Manhattan,Harlem,40.80224,-73.94558,Private room,170,2,17,0.18,2,88
302772,Manhattan,Lower East Side,40.71473,-73.98842,Private room,115,3,3,0.04,2,337
781647,Manhattan,Harlem,40.80518,-73.95359,Private room,89,5,43,0.47,2,247
826192,Manhattan,Harlem,40.80827,-73.95329,Shared room,49,3,168,4.6,1,248
826459,Brooklyn,Greenpoint,40.72901,-73.95812,Private room,91,3,241,2.49,1,287
833926,Brooklyn,Bushwick,40.69055,-73.92357,Entire home/apt,150,2,11,0.46,1,0
842125,Brooklyn,Crown Heights,40.67505,-73.95969,Entire home/apt,97,3,31,0.32,1,193
844862,Manhattan,East Village,40.72974,-73.98201,Private room,100,4,49,0.51,2,43
846309,Brooklyn,Williamsburg,40.70925,-73.95425,Entire home/apt,179,4,23,0.24,1,25
849492,Manhattan,Kips Bay,40.74112,-73.97686,Entire home/apt,189,6,90,0.95,1,303
21475,Manhattan,Lower East Side,40.72019,-73.98217,Private room,120,2,99,1.04,1,345
314941,Manhattan,Nolita,40.72133,-73.99666,Entire home/apt,300,1,6,0.06,3,115
872121,Manhattan,Harlem,40.8296,-73.94651,Entire home/apt,199,2,111,1.17,1,12
39260,Manhattan,East Harlem,40.79056,-73.9468,Entire home/apt,120,2,86,0.91,1,268
873273,Bronx,Allerton,40.86466,-73.85709,Entire home/apt,125,2,271,2.84,2,347
876054,Brooklyn,Williamsburg,40.71312,-73.96199,Private room,70,2,227,2.4,1,37
889106,Brooklyn,Williamsburg,40.71297,-73.94336,Private room,75,4,80,1.55,1,0
279078,Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097,Entire home/apt,99,2,187,1.97,2,287
904833,Manhattan,Chelsea,40.73862,-73.99758,Entire home/apt,250,1,2,0.02,1,0
909146,Brooklyn,Prospect Heights,40.68262,-73.97299,Entire home/apt,170,3,67,0.7,1,129
909234,Manhattan,East Village,40.73217,-73.98801,Entire home/apt,165,1,63,0.68,1,0
179020,Manhattan,Hell's Kitchen,40.76311,-73.99388,Private room,99,1,89,1.0,1,353
912541,Manhattan,Chelsea,40.74695,-74.00454,Private room,255,4,1,0.02,1,365
489400,Brooklyn,East New York,40.67497,-73.87305,Entire home/apt,169,3,177,1.86,1,297
915640,Brooklyn,Crown Heights,40.66788,-73.94813,Entire home/apt,99,4,90,0.94,1,56
918866,Manhattan,Upper East Side,40.76684,-73.95944,Entire home/apt,169,7,39,0.41,1,44
920542,Brooklyn,Bedford-Stuyvesant,40.68967,-73.95445,Entire home/apt,160,3,42,0.44,1,355
922922,Brooklyn,Prospect Heights,40.67946,-73.96501,Entire home/apt,215,3,33,0.35,1,156
874471,Brooklyn,Park Slope,40.66944,-73.98083,Entire home/apt,130,3,179,2.02,1,273
923915,Manhattan,East Village,40.72566,-73.97748,Private room,110,3,81,0.85,2,274
938056,Queens,Sunnyside,40.74249,-73.92466,Private room,75,2,160,1.68,1,65
48599,Manhattan,Chelsea,40.74033,-74.00024,Entire home/apt,149,6,23,0.27,2,0
936830,Manhattan,Upper West Side,40.7969,-73.96128,Private room,89,6,35,0.37,1,180
940724,Manhattan,Washington Heights,40.83403,-73.94553,Private room,50,1,225,2.35,1,343
949221,Brooklyn,Prospect-Lefferts Gardens,40.65513,-73.95641,Private room,43,1,401,6.62,2,43
949221,Brooklyn,Prospect-Lefferts Gardens,40.65589,-73.95539,Private room,42,1,72,0.84,2,96
304493,Brooklyn,Williamsburg,40.70275,-73.94501,Private room,85,1,46,0.97,1,59
953279,Brooklyn,Bedford-Stuyvesant,40.68897,-73.93569,Entire home/apt,139,3,83,1.19,1,255
611716,Brooklyn,Park Slope,40.67617,-73.98136,Private room,105,1,211,2.21,2,252
953565,Brooklyn,Park Slope,40.67595,-73.98053,Entire home/apt,265,5,15,0.16,1,0
960836,Manhattan,Hell's Kitchen,40.76415,-73.99067,Entire home/apt,149,1,122,1.29,1,20
964482,Manhattan,Harlem,40.83127,-73.94718,Private room,68,2,295,3.9,2,188
289135,Brooklyn,Bedford-Stuyvesant,40.68497,-73.95592,Entire home/apt,99,3,207,2.18,1,304
971075,Manhattan,Harlem,40.82922,-73.94174,Private room,75,3,50,0.65,2,38
973438,Brooklyn,Williamsburg,40.71137,-73.94362,Private room,100,2,273,2.85,1,254
933378,Manhattan,Upper East Side,40.76739,-73.9557,Shared room,90,1,0,0.0,1,0
988350,Brooklyn,Park Slope,40.6755,-73.97859,Entire home/apt,190,4,105,1.62,1,328
918087,Brooklyn,Bedford-Stuyvesant,40.68812,-73.94934,Private room,67,4,72,0.76,3,0
1000477,Manhattan,Upper East Side,40.7694,-73.9572,Entire home/apt,190,1,8,0.08,1,0
903686,Brooklyn,Williamsburg,40.7093,-73.9497,Private room,100,6,8,0.09,1,249
464506,Manhattan,Chinatown,40.713,-73.99752,Private room,95,3,172,1.84,2,64
1007558,Manhattan,Theater District,40.75895,-73.9883,Private room,150,1,330,7.14,1,111
1010242,Brooklyn,Bedford-Stuyvesant,40.68186,-73.94113,Entire home/apt,145,3,123,1.29,1,287
1011426,Brooklyn,Bushwick,40.68364,-73.91076,Private room,41,2,55,0.59,1,286
1012691,Brooklyn,Williamsburg,40.71893,-73.9428,Entire home/apt,120,4,87,0.99,1,263
12221,Bronx,Concourse Village,40.82802,-73.92039,Private room,50,3,258,2.7,2,276
1014639,Brooklyn,Fort Greene,40.68765,-73.97073,Entire home/apt,157,2,4,0.18,1,0
1018472,Brooklyn,Sheepshead Bay,40.58422,-73.94079,Entire home/apt,70,4,128,1.34,2,90
1024355,Brooklyn,Williamsburg,40.71973,-73.95582,Entire home/apt,185,3,14,0.15,1,0
1029021,Brooklyn,Bedford-Stuyvesant,40.69025,-73.93323,Entire home/apt,145,3,30,0.32,3,11
306739,Brooklyn,Greenpoint,40.73049,-73.96115,Entire home/apt,185,3,228,2.39,3,1
272730,Manhattan,East Village,40.72956,-73.97903,Entire home/apt,250,1,60,0.65,1,0
1094178,Manhattan,Theater District,40.75877,-73.98863,Entire home/apt,230,2,179,1.88,1,44
1096084,Brooklyn,Gowanus,40.67688,-73.9859,Entire home/apt,100,7,9,0.1,1,0
293130,Brooklyn,Bushwick,40.70051,-73.92204,Private room,40,1,1,0.37,1,5
1109658,Staten Island,Emerson Hill,40.60742,-74.14388,Private room,80,2,2,0.05,1,158
1112560,Brooklyn,Bedford-Stuyvesant,40.68741,-73.95741,Private room,79,3,152,1.6,3,192
1114587,Manhattan,Upper West Side,40.79816,-73.9619,Entire home/apt,300,2,45,0.47,3,31
1129218,Manhattan,Harlem,40.8078,-73.95208,Private room,80,7,19,0.35,1,285
447754,Brooklyn,Bensonhurst,40.61922,-73.99399,Entire home/apt,110,1,24,0.26,1,183
759583,Brooklyn,Clinton Hill,40.68275,-73.96148,Entire home/apt,172,4,8,0.09,2,189
1138692,Manhattan,Lower East Side,40.71813,-73.98416,Entire home/apt,199,1,29,0.31,2,162
1138692,Manhattan,Lower East Side,40.71892,-73.98401,Entire home/apt,199,1,14,0.15,2,158
1139574,Manhattan,Harlem,40.816,-73.95545,Private room,100,1,33,0.38,1,84
921500,Manhattan,Harlem,40.82748,-73.95153,Private room,55,4,99,1.04,1,260
918087,Brooklyn,Bedford-Stuyvesant,40.68634,-73.95088,Private room,75,3,59,0.62,3,0
1144415,Manhattan,East Village,40.72229,-73.97901,Entire home/apt,146,3,142,1.5,1,166
846050,Manhattan,NoHo,40.72956,-73.99287,Private room,250,2,0,0.0,1,0
4887492,Manhattan,Tribeca,40.71193,-74.00817,Private room,150,3,82,0.87,2,90
1153993,Manhattan,Chelsea,40.74233,-73.99865,Entire home/apt,199,4,32,0.34,1,28
1164642,Brooklyn,Prospect Heights,40.67424,-73.96665,Entire home/apt,150,5,24,0.25,1,363
1165231,Manhattan,Harlem,40.80486,-73.95298,Private room,69,1,59,0.63,2,86
991380,Brooklyn,Boerum Hill,40.68653,-73.98562,Entire home/apt,230,4,18,0.21,1,0
1173599,Manhattan,Midtown,40.74267,-73.98569,Entire home/apt,125,4,3,0.03,1,0
1112560,Brooklyn,Bedford-Stuyvesant,40.68749,-73.95494,Private room,79,3,115,1.21,3,264
663879,Brooklyn,Fort Greene,40.68645,-73.97538,Private room,130,3,154,1.63,2,305
1177947,Staten Island,Shore Acres,40.61077,-74.06824,Entire home/apt,75,6,76,0.8,1,278
815977,Brooklyn,Williamsburg,40.71126,-73.94576,Entire home/apt,220,3,116,1.23,2,135
1187935,Manhattan,East Village,40.72416,-73.9853,Entire home/apt,288,2,120,1.27,1,229
1191142,Brooklyn,Bedford-Stuyvesant,40.68516,-73.92521,Entire home/apt,135,4,82,0.87,1,273
1192424,Manhattan,West Village,40.73507,-74.00048,Entire home/apt,225,3,13,0.15,1,83
1194377,Brooklyn,Bedford-Stuyvesant,40.67964,-73.93946,Entire home/apt,100,7,63,1.87,1,321
1190088,Manhattan,Hell's Kitchen,40.76189,-73.99,Private room,130,2,52,0.55,1,303
1097545,Manhattan,East Village,40.72645,-73.98035,Private room,89,1,278,2.95,3,192
507304,Brooklyn,Sunset Park,40.66293,-73.99833,Entire home/apt,200,5,1,0.01,1,0
1203500,Brooklyn,Bedford-Stuyvesant,40.69046,-73.95167,Entire home/apt,80,2,35,0.4,1,36
12221,Bronx,Concourse,40.83001,-73.92158,Private room,50,5,235,2.49,2,271
1207399,Manhattan,East Village,40.72709,-73.98274,Private room,90,1,109,1.15,1,333
1184442,Manhattan,SoHo,40.72599,-74.00168,Private room,270,5,1,0.01,1,210
1217241,Brooklyn,Bedford-Stuyvesant,40.68309,-73.94219,Entire home/apt,110,3,305,3.24,1,231
763420,Manhattan,East Harlem,40.79442,-73.93433,Entire home/apt,145,1,102,1.52,1,308
1012895,Queens,Ridgewood,40.70163,-73.90867,Private room,55,1,19,0.25,1,311
1223568,Manhattan,Midtown,40.75575,-73.96842,Private room,110,2,61,0.65,1,264
902054,Manhattan,Harlem,40.80903,-73.94197,Entire home/apt,325,5,89,0.94,1,153
1234405,Brooklyn,South Slope,40.66414,-73.98574,Entire home/apt,300,1,40,0.44,1,0
1236817,Manhattan,Lower East Side,40.72066,-73.98506,Entire home/apt,200,3,100,1.06,1,191
1240820,Brooklyn,Williamsburg,40.71746,-73.95497,Entire home/apt,180,2,125,1.36,3,248
1151987,Manhattan,East Village,40.72264,-73.9837,Entire home/apt,160,4,0,0.0,1,0
65064,Manhattan,Chinatown,40.71892,-73.99628,Entire home/apt,300,7,2,0.03,1,0
1257309,Manhattan,Lower East Side,40.71693,-73.98948,Entire home/apt,100,5,8,0.11,1,0
136962,Brooklyn,Fort Greene,40.68501,-73.97019,Private room,85,5,124,1.32,1,69
1263176,Brooklyn,Prospect Heights,40.67722,-73.96542,Private room,55,1,147,1.57,1,293
1264655,Brooklyn,Bedford-Stuyvesant,40.69221,-73.95866,Entire home/apt,110,6,8,0.33,1,4
1269455,Manhattan,West Village,40.72969,-74.00635,Entire home/apt,200,2,37,0.39,1,257
1273825,Brooklyn,Williamsburg,40.70832,-73.94157,Entire home/apt,137,1,24,0.29,1,0
1276497,Brooklyn,Bedford-Stuyvesant,40.68016,-73.94878,Entire home/apt,280,3,5,0.05,1,365
714200,Manhattan,Inwood,40.85888,-73.92886,Private room,71,4,229,2.45,1,26
1260921,Bronx,Kingsbridge,40.8679,-73.90023,Private room,42,2,108,1.36,2,302
1288460,Brooklyn,Bedford-Stuyvesant,40.6889,-73.95383,Entire home/apt,180,2,181,1.92,1,280
825022,Manhattan,Chelsea,40.75127,-73.99637,Entire home/apt,226,5,34,0.39,1,302
283604,Brooklyn,Crown Heights,40.67607,-73.94421,Private room,85,3,5,0.05,1,281
1292250,Manhattan,Gramercy,40.73834,-73.9823,Entire home/apt,135,1,5,0.06,1,0
3647,Queens,Elmhurst,40.7347,-73.88066,Entire home/apt,79,4,60,0.64,2,297
936630,Manhattan,Lower East Side,40.71876,-73.98851,Entire home/apt,154,1,238,2.59,1,246
1306587,Manhattan,West Village,40.73291,-74.00059,Entire home/apt,246,4,6,0.16,1,0
1311398,Brooklyn,Williamsburg,40.7184,-73.96019,Entire home/apt,295,5,125,3.04,1,0
945499,Brooklyn,Crown Heights,40.67495,-73.95563,Private room,150,3,0,0.0,1,0
1311870,Manhattan,Chinatown,40.71582,-73.99902,Entire home/apt,119,1,49,0.58,1,0
1313306,Manhattan,Harlem,40.81068,-73.94288,Private room,125,1,11,0.12,2,365
1278802,Brooklyn,Williamsburg,40.71628,-73.95737,Private room,129,2,241,2.6,1,303
1317343,Manhattan,Upper West Side,40.78558,-73.9726,Private room,140,1,176,1.89,1,300
297769,Manhattan,Chinatown,40.7146,-73.991,Private room,115,4,151,1.63,2,323
1325961,Manhattan,East Harlem,40.79493,-73.94462,Entire home/apt,200,3,49,0.53,2,0
1331493,Brooklyn,Brighton Beach,40.58147,-73.96726,Private room,69,1,2,0.04,1,303
1331850,Manhattan,Upper West Side,40.79771,-73.96323,Entire home/apt,185,2,16,0.23,1,261
1332108,Manhattan,Harlem,40.81512,-73.94692,Private room,81,2,72,0.77,1,0
1267021,Queens,Jackson Heights,40.74965,-73.89344,Private room,54,5,56,0.66,3,365
1336542,Brooklyn,Clinton Hill,40.68197,-73.96549,Entire home/apt,110,1,2,0.03,1,0
1340007,Brooklyn,Bushwick,40.70271,-73.91566,Entire home/apt,220,2,178,2.69,1,297
1343630,Brooklyn,Bedford-Stuyvesant,40.69241,-73.94885,Entire home/apt,170,2,190,2.04,1,315
1346437,Queens,Sunnyside,40.74511,-73.92398,Entire home/apt,80,10,81,0.98,2,40
1348494,Brooklyn,Cobble Hill,40.68946,-73.99385,Private room,98,4,216,2.31,1,288
1356046,Brooklyn,Williamsburg,40.71408,-73.9489,Private room,64,3,247,2.65,2,117
1358312,Brooklyn,Clinton Hill,40.68618,-73.96144,Entire home/apt,154,3,233,2.5,1,0
1354758,Brooklyn,Park Slope,40.67379,-73.98454,Entire home/apt,139,3,135,1.45,1,204
1233267,Queens,St. Albans,40.70554,-73.76637,Private room,75,4,20,0.23,1,0
436599,Manhattan,West Village,40.74031,-74.00532,Entire home/apt,325,4,46,0.5,1,20
1360043,Manhattan,Harlem,40.81872,-73.94567,Private room,58,1,143,2.83,1,0
52335,Brooklyn,Fort Greene,40.69142,-73.97203,Entire home/apt,70,7,4,0.05,2,0
480943,Manhattan,Upper East Side,40.76928,-73.95021,Entire home/apt,189,2,314,3.45,2,206
696482,Brooklyn,Bedford-Stuyvesant,40.68338,-73.95289,Entire home/apt,130,3,18,0.25,1,1
1370358,Manhattan,West Village,40.72953,-74.00462,Entire home/apt,145,7,11,0.12,1,0
568103,Manhattan,Financial District,40.70523,-74.01345,Private room,101,7,51,0.55,1,307
1372786,Manhattan,Chelsea,40.74025,-74.00161,Private room,95,5,20,0.33,1,0
1376778,Brooklyn,East Flatbush,40.64468,-73.94219,Entire home/apt,92,4,54,0.62,1,27
535128,Manhattan,Lower East Side,40.7193,-73.98966,Private room,80,5,10,0.46,1,348
1380060,Brooklyn,Fort Greene,40.69778,-73.97676,Entire home/apt,145,3,110,1.2,1,15
1020539,Manhattan,East Village,40.72534,-73.98591,Private room,88,2,69,0.91,2,0
1381171,Manhattan,Harlem,40.82151,-73.94516,Entire home/apt,155,1,1,0.18,1,5
1384111,Queens,Sunnyside,40.74558,-73.92324,Private room,73,2,95,1.02,2,0
1384559,Manhattan,Upper West Side,40.79433,-73.9765,Entire home/apt,225,2,129,1.41,1,107
305972,Manhattan,Morningside Heights,40.81055,-73.95549,Private room,85,7,171,1.84,2,144
21188,Brooklyn,Crown Heights,40.6711,-73.95231,Private room,99,2,20,0.59,1,98
1390947,Manhattan,Theater District,40.76217,-73.98411,Entire home/apt,200,5,8,0.09,1,0
1394190,Manhattan,Nolita,40.72313,-73.99438,Entire home/apt,310,5,5,0.09,1,89
1394719,Brooklyn,Williamsburg,40.7177,-73.95576,Entire home/apt,110,4,0,0.0,1,354
1397061,Manhattan,Chelsea,40.74139,-74.0005,Entire home/apt,220,4,0,0.0,1,0
1397115,Manhattan,Lower East Side,40.71992,-73.98773,Entire home/apt,195,4,68,0.77,1,271
1402454,Queens,Rego Park,40.73349,-73.86009,Private room,55,1,38,0.85,1,0
1402951,Bronx,Wakefield,40.89557,-73.8447,Private room,50,2,15,0.17,1,337
164675,Brooklyn,Kensington,40.64277,-73.97296,Private room,60,2,20,0.42,1,347
661399,Manhattan,East Harlem,40.79111,-73.94466,Private room,99,3,25,0.96,2,127
1406773,Manhattan,Harlem,40.79951,-73.95257,Entire home/apt,130,2,35,0.42,1,41
1410714,Brooklyn,Crown Heights,40.66431,-73.93216,Private room,50,3,26,0.33,1,158
1413098,Queens,Long Island City,40.74579,-73.95012,Private room,96,2,244,2.74,1,270
1366310,Queens,Woodside,40.74409,-73.91122,Private room,85,2,270,2.95,2,306
1398639,Brooklyn,Bedford-Stuyvesant,40.68812,-73.93254,Private room,34,10,16,0.19,3,216
1415590,Manhattan,East Village,40.72454,-73.99151,Entire home/apt,250,3,24,0.26,1,16
1315849,Brooklyn,Williamsburg,40.71073,-73.96207,Private room,190,1,30,0.33,2,365
1315849,Brooklyn,Williamsburg,40.71028,-73.96128,Private room,75,2,5,0.06,2,365
1217923,Brooklyn,Prospect-Lefferts Gardens,40.65772,-73.96131,Entire home/apt,93,4,115,1.25,1,312
1417166,Brooklyn,Bedford-Stuyvesant,40.68884,-73.95059,Private room,60,5,9,0.19,2,33
1417166,Brooklyn,Bedford-Stuyvesant,40.6865,-73.95372,Private room,65,5,45,0.52,2,0
1362808,Manhattan,Upper East Side,40.76373,-73.96897,Entire home/apt,300,3,5,0.08,1,27
1423798,Manhattan,Greenwich Village,40.73388,-73.99452,Entire home/apt,150,2,203,2.22,1,300
1195295,Manhattan,East Village,40.72257,-73.98465,Entire home/apt,299,3,49,0.53,1,365
511993,Brooklyn,Greenpoint,40.72723,-73.95728,Private room,60,4,6,0.07,1,303
1402817,Brooklyn,Fort Greene,40.69135,-73.97321,Entire home/apt,88,5,7,0.08,1,0
1427381,Brooklyn,Williamsburg,40.70513,-73.95505,Private room,60,2,35,0.38,2,161
1429642,Manhattan,East Harlem,40.79793,-73.93612,Private room,200,6,0,0.0,1,0
1433395,Manhattan,Harlem,40.80285,-73.95166,Private room,99,2,54,0.88,1,50
1434654,Brooklyn,Bushwick,40.70642,-73.91665,Entire home/apt,110,3,115,1.75,2,28
1434931,Brooklyn,Clinton Hill,40.68156,-73.96537,Entire home/apt,135,5,6,0.13,1,317
1417757,Brooklyn,Bedford-Stuyvesant,40.68631,-73.93702,Entire home/apt,165,3,204,2.31,1,80
305972,Manhattan,Harlem,40.81371,-73.95585,Private room,85,6,130,1.42,2,97
1447684,Brooklyn,Greenpoint,40.72868,-73.95835,Private room,75,7,15,0.25,3,365
